ApplicationID,SubmissionDate,ApplicantType,Country,Age,ApplicationType,DocumentStatus,PaymentStatus,PaymentAmount,PaymentMethod,PaymentDate,PaymentQuarter,ProcessingStage,DaysToProcess,DataCheckStatus,MissingInfoFlag,AssignedTeam
APP-100143,2024-11-18 11:04:22.847060,UK,United Kingdom,22.0,Student Registration,Complete,,35.0,Bank Transfer,2024-12-10 11:04:22.847060,Q4,Completed,8,Fail,No,
APP-100144,2025-02-28 11:04:22.847060,UK,United Kingdom,54.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-03-11 11:04:22.847060,Q1,Completed,9,Pass,No,Team C
APP-100145,2025-11-24 11:04:22.847060,UK,United Kingdom,55.0,FQ RESTO,Incomplete,Paid,117.5,Bank Transfer,2025-11-26 11:04:22.847060,Q4,Completed,13,Pass,Yes,Team A
APP-100146,2025-08-09 11:04:22.847060,UK,United Kingdom,47.0,Student Registration,Incomplete,Pending,15000.0,PayPal,2025-09-07 11:04:22.847060,Q3,Completed,4,Pass,Yes,Team C
APP-100147,2025-01-04 11:04:22.847060,UK,United Kingdom,26.0,Fully Qualified,Complete,Paid,282.0,Bank Transfer,2025-01-22 11:04:22.847060,Q1,In Review,9,Pass,No,Team A
APP-100148,2024-12-24 11:04:22.847060,UK,United Kingdom,51.0,Student Registration,Complete,Paid,35.0,PayPal,2024-12-27 11:04:22.847060,Q4,In Review,8,Pass,No,Team C
APP-100149,2025-04-17 11:04:22.847060,UK,United Kingdom,,Body Corporate,Complete,Unpaid,0.0,Bank Transfer,,,Completed,8,Pass,No,Team B
APP-100150,2025-07-15 11:04:22.847060,International,Pakistan,39.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2025-07-16 11:04:22.847060,Q3,In Review,7,Pass,No,Team C
APP-100151,2025-06-19 11:04:22.847060,UK,United Kingdom,41.0,BD RESTO,Incomplete,Pending,260.0,Bank Transfer,2025-07-15 11:04:22.847060,Q3,Submitted,0,Pass,Yes,Team A
APP-100152,2025-08-24 11:04:22.847060,UK,United Kingdom,34.0,Fully Qualified,Complete,Paid,141.0,PayPal,2025-09-10 11:04:22.847060,Q3,In Review,8,Pass,No,Team C
APP-100153,2025-11-13 11:04:22.847060,UK,United Kingdom,27.0,Student Registration,Complete,Paid,35.0,PayPal,2025-12-11 11:04:22.847060,Q4,In Review,3,Pass,No,Team A
APP-100154,2025-09-07 11:04:22.847060,International,Pakistan,47.0,Fully Qualified,Complete,Paid,141.0,PayPal,2025-09-23 11:04:22.847060,Q3,In Review,4,Pass,No,Team A
APP-100155,2024-10-03 11:04:22.847060,UK,United Kingdom,40.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-10-09 11:04:22.847060,Q4,In Review,9,Pass,No,Team B
APP-100156,2025-02-10 11:04:22.847060,International,Nigeria,49.0,Fully Qualified,Complete,Paid,282.0,Bank Transfer,2025-02-28 11:04:22.847060,Q1,In Review,8,Pass,No,Team B
APP-100157,2025-01-18 11:04:22.847060,International,Nigeria,34.0,Fully Qualified,Complete,Unpaid,0.0,PayPal,,,Submitted,0,Pass,No,Team A
APP-100158,2024-08-06 11:04:22.847060,UK,United Kingdom,34.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2024-08-23 11:04:22.847060,Q3,Completed,10,Pass,No,Team C
APP-100159,2025-05-14 11:04:22.847060,International,USA,31.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-05-18 11:04:22.847060,Q2,Completed,9,Pass,No,Team A
APP-100160,2024-06-23 11:04:22.847060,UK,United Kingdom,26.0,Body Corporate,Incomplete,Paid,300.0,PayPal,2024-06-28 11:04:22.847060,Q2,Completed,6,Pass,Yes,Team A
APP-100161,2025-01-23 11:04:22.847060,UK,United Kingdom,57.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-02-02 11:04:22.847060,Q1,Submitted,0,Pass,No,Team C
APP-100162,2025-01-13 11:04:22.847060,UK,United Kingdom,19.0,Fully Qualified,Complete,Paid,282.0,Bank Transfer,2025-02-09 11:04:22.847060,Q1,In Review,5,Pass,No,Team C
APP-100163,2024-06-09 11:04:22.847060,UK,United Kingdom,42.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2024-06-25 11:04:22.847060,Q2,Completed,7,Pass,No,Team C
APP-100164,2024-08-13 11:04:22.847060,UK,United Kingdom,56.0,STUDENT RESTO,Complete,Pending,35.0,Bank Transfer,2024-08-27 11:04:22.847060,Q3,Completed,13,Pass,No,Team C
APP-100165,2024-08-01 11:04:22.847060,International,Pakistan,26.0,Student Registration,Complete,Unpaid,0.0,Bank Transfer,,,Completed,3,Pass,No,Team A
APP-100166,2025-01-22 11:04:22.847060,UK,,39.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-01-25 11:04:22.847060,Q1,In Review,6,Pass,No,Team A
APP-100167,2024-08-10 11:04:22.847060,UK,United Kingdom,21.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2024-08-31 11:04:22.847060,Q3,Completed,5,Pass,No,Team B
APP-100168,2024-07-04 11:04:22.847060,UK,United Kingdom,43.0,Student Registration,Complete,Unpaid,0.0,Bank Transfer,,,In Review,7,Fail,No,Team A
APP-100169,2025-05-06 11:04:22.847060,UK,United Kingdom,46.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-05-12 11:04:22.847060,Q2,In Review,4,Fail,No,Team C
APP-100170,2024-08-13 11:04:22.847060,International,France,51.0,Body Corporate,Complete,Paid,200.0,PayPal,2024-09-04 11:04:22.847060,Q3,Completed,5,Pass,No,Team B
APP-100171,2025-11-10 11:04:22.847060,UK,United Kingdom,40.0,Student Registration,Incomplete,Unpaid,0.0,Bank Transfer,,,Completed,6,Pass,Yes,Team C
APP-100172,2025-01-31 11:04:22.847060,UK,United Kingdom,54.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-02-18 11:04:22.847060,Q1,In Review,2,Pass,No,Team A
APP-100173,2025-03-14 11:04:22.847060,UK,United Kingdom,28.0,BD RESTO,Complete,Unpaid,0.0,Bank Transfer,,,In Review,13,Pass,No,Team B
APP-100174,2025-10-12 11:04:22.847060,UK,United Kingdom,23.0,Fully Qualified,Complete,Paid,70.5,PayPal,2025-10-27 11:04:22.847060,Q4,Completed,8,Pass,No,Team C
APP-100175,2025-01-07 11:04:22.847060,UK,United Kingdom,35.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-01-09 11:04:22.847060,Q1,In Review,9,Pass,No,Team B
APP-100176,2024-10-15 11:04:22.847060,International,Australia,38.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-11-12 11:04:22.847060,Q4,Submitted,0,Pass,No,Team B
APP-100177,2025-09-29 11:04:22.847060,UK,United Kingdom,59.0,Body Corporate,Complete,Paid,100.0,Bank Transfer,2025-10-15 11:04:22.847060,Q4,In Review,2,Pass,No,Team A
APP-100178,2025-02-05 11:04:22.847060,International,USA,53.0,Student Registration,Incomplete,Paid,35.0,PayPal,2025-02-19 11:04:22.847060,Q1,Completed,6,Pass,Yes,Team C
APP-100179,2025-09-29 11:04:22.847060,UK,United Kingdom,58.0,Fully Qualified,Complete,Paid,70.5,Bank Transfer,2025-10-24 11:04:22.847060,Q4,Submitted,0,Pass,No,Team B
APP-100180,2025-07-23 11:04:22.847060,UK,United Kingdom,55.0,Student Registration,Complete,Unpaid,0.0,Bank Transfer,,,Withdrawn,0,Pass,No,Team B
APP-100181,2024-12-13 11:04:22.847060,UK,United Kingdom,51.0,Body Corporate,Complete,Pending,100.0,Bank Transfer,2024-12-14 11:04:22.847060,Q4,Completed,9,Fail,No,Team C
APP-100182,2024-09-06 11:04:22.847060,International,France,34.0,Fully Qualified,,Pending,141.0,Bank Transfer,2024-09-20 11:04:22.847060,Q3,Withdrawn,0,Pass,No,Team B
APP-100183,2024-09-09 11:04:22.847060,International,China,54.0,Body Corporate,Complete,Paid,200.0,PayPal,2024-09-13 11:04:22.847060,Q3,Completed,7,Pass,No,Team B
APP-100184,2025-08-17 11:04:22.847060,UK,United Kingdom,42.0,FQ RESTO,Complete,Pending,235.0,PayPal,2025-09-02 11:04:22.847060,Q3,In Review,15,Pass,No,Team B
APP-100185,2025-05-30 11:04:22.847060,International,China,55.0,Body Corporate,Complete,Paid,300.0,PayPal,2025-06-12 11:04:22.847060,Q2,Submitted,0,Pass,No,Team C
APP-100186,2025-08-09 11:04:22.847060,International,USA,29.0,Student Registration,Incomplete,Paid,35.0,PayPal,2025-08-23 11:04:22.847060,Q3,Submitted,0,Pass,Yes,Team C
APP-100187,2025-07-27 11:04:22.847060,UK,United Kingdom,40.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-08-14 11:04:22.847060,Q3,In Review,2,Pass,No,Team C
APP-100188,2025-09-23 11:04:22.847060,UK,United Kingdom,59.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2025-09-24 11:04:22.847060,Q3,Completed,7,Pass,No,Team C
APP-100189,2024-07-27 11:04:22.847060,UK,United Kingdom,39.0,Student Registration,Complete,Paid,35.0,PayPal,2024-08-13 11:04:22.847060,Q3,In Review,1,Pass,No,Team A
APP-100190,2024-09-10 11:04:22.847060,UK,United Kingdom,38.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-09-24 11:04:22.847060,Q3,In Review,10,Pass,No,Team B
APP-100191,2024-08-03 11:04:22.847060,International,Brazil,44.0,BD RESTO,Complete,Paid,260.0,PayPal,2024-08-24 11:04:22.847060,Q3,In Review,13,Pass,No,Team C
APP-100192,2025-07-19 11:04:22.847060,International,India,48.0,Fully Qualified,Complete,Pending,141.0,Bank Transfer,2025-08-13 11:04:22.847060,Q3,Completed,6,Pass,No,Team B
APP-100193,2025-05-15 11:04:22.847060,UK,United Kingdom,23.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2025-05-24 11:04:22.847060,Q2,Submitted,0,Pass,No,Team B
APP-100194,2024-09-21 11:04:22.847060,UK,United Kingdom,44.0,Body Corporate,Incomplete,Pending,100.0,PayPal,2024-10-14 11:04:22.847060,Q4,Submitted,0,Pass,Yes,Team A
APP-100195,2025-02-11 11:04:22.847060,UK,United Kingdom,57.0,Body Corporate,Complete,Paid,400.0,PayPal,2025-02-11 11:04:22.847060,Q1,Submitted,0,Fail,No,Team C
APP-100196,2024-12-15 11:04:22.847060,International,France,51.0,Student Registration,Complete,Paid,35.0,PayPal,2024-12-27 11:04:22.847060,Q4,Completed,9,Pass,No,Team C
APP-100197,2024-12-13 11:04:22.847060,International,Germany,29.0,FQ RESTO,Incomplete,Paid,117.5,Bank Transfer,2024-12-21 11:04:22.847060,Q4,Completed,17,Pass,Yes,Team B
APP-100198,2025-09-04 11:04:22.847060,International,Pakistan,24.0,Student Registration,Complete,Pending,35.0,PayPal,2025-09-30 11:04:22.847060,Q3,In Review,2,Pass,No,Team C
APP-100199,2024-10-23 11:04:22.847060,International,Brazil,27.0,BD RESTO,Complete,Paid,130.0,Bank Transfer,2024-10-23 11:04:22.847060,Q4,Submitted,0,Pass,No,Team B
APP-100200,2025-08-08 11:04:22.847060,UK,United Kingdom,34.0,BD RESTO,Complete,Unpaid,0.0,Bank Transfer,,,In Review,12,Pass,No,Team B
APP-100201,2024-12-06 11:04:22.847060,UK,United Kingdom,43.0,BD RESTO,Complete,Paid,130.0,PayPal,2024-12-29 11:04:22.847060,Q4,Submitted,0,Pass,No,Team A
APP-100202,2025-03-14 11:04:22.847060,UK,United Kingdom,38.0,Body Corporate,Complete,Paid,400.0,PayPal,2025-03-20 11:04:22.847060,Q1,Completed,4,Fail,No,Team A
APP-100203,2025-09-18 11:04:22.847060,International,Canada,45.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-10-06 11:04:22.847060,Q4,Completed,7,Pass,Yes,Team A
APP-100204,2025-02-12 11:04:22.847060,UK,United Kingdom,19.0,Fully Qualified,Complete,Unpaid,0.0,PayPal,,,In Review,11,Pass,No,Team B
APP-100205,2024-08-18 11:04:22.847060,UK,United Kingdom,18.0,Body Corporate,Complete,Pending,200.0,Bank Transfer,2024-08-20 11:04:22.847060,Q3,Completed,6,Pass,No,Team C
APP-100206,2025-08-29 11:04:22.847060,UK,United Kingdom,53.0,Fully Qualified,,Paid,141.0,Bank Transfer,2025-08-30 11:04:22.847060,Q3,In Review,8,Pass,No,Team A
APP-100207,2024-09-10 11:04:22.847060,International,China,43.0,FQ RESTO,Complete,Paid,235.0,Bank Transfer,2024-09-23 11:04:22.847060,Q3,Completed,13,Pass,No,Team C
APP-100208,2024-07-23 11:04:22.847060,UK,United Kingdom,46.0,Fully Qualified,Complete,Paid,141.0,PayPal,2024-08-03 11:04:22.847060,Q3,Completed,5,Pass,No,Team A
APP-100209,2024-06-17 11:04:22.847060,UK,United Kingdom,38.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2024-07-09 11:04:22.847060,Q3,In Review,6,Pass,No,Team A
APP-100210,2024-09-05 11:04:22.847060,UK,United Kingdom,28.0,Student Registration,Incomplete,Paid,35.0,PayPal,2024-09-07 11:04:22.847060,Q3,Completed,8,Pass,Yes,Team B
APP-100211,2025-01-30 11:04:22.847060,International,China,57.0,Fully Qualified,Complete,Pending,282.0,Bank Transfer,2025-02-16 11:04:22.847060,Q1,In Review,6,Pass,No,Team A
APP-100212,2024-11-19 11:04:22.847060,International,USA,28.0,Body Corporate,Complete,Unpaid,0.0,PayPal,,,In Review,9,Fail,No,Team A
APP-100213,2025-07-23 11:04:22.847060,UK,United Kingdom,53.0,BD RESTO,Complete,Paid,260.0,Bank Transfer,2025-07-24 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100214,2025-10-12 11:04:22.847060,International,India,56.0,Body Corporate,Complete,Pending,100.0,PayPal,2025-11-10 11:04:22.847060,Q4,In Review,3,Fail,No,Team C
APP-100215,2025-10-07 11:04:22.847060,UK,United Kingdom,57.0,FQ RESTO,Complete,Paid,117.5,Bank Transfer,2025-11-04 11:04:22.847060,Q4,Completed,15,Pass,No,Team A
APP-100216,2025-01-06 11:04:22.847060,UK,United Kingdom,52.0,FQ RESTO,Complete,Paid,470.0,PayPal,2025-01-08 11:04:22.847060,,Completed,13,Fail,No,Team B
APP-100217,2025-07-17 11:04:22.847060,International,China,51.0,FQ RESTO,Complete,Paid,235.0,PayPal,2025-08-15 11:04:22.847060,Q3,Completed,15,Pass,No,Team A
APP-100218,2024-08-01 11:04:22.847060,UK,United Kingdom,41.0,Student Registration,Complete,Paid,35.0,PayPal,2024-08-16 11:04:22.847060,Q3,Completed,9,Pass,No,Team B
APP-100219,2024-11-17 11:04:22.847060,International,Nigeria,39.0,BD RESTO,Complete,Pending,130.0,Bank Transfer,2024-11-18 11:04:22.847060,Q4,Completed,15,Fail,No,Team C
APP-100220,2025-06-25 11:04:22.847060,International,Australia,22.0,Student Registration,Complete,Paid,35.0,PayPal,2025-07-04 11:04:22.847060,Q3,Submitted,0,Pass,No,Team C
APP-100221,2024-06-04 11:04:22.847060,UK,United Kingdom,50.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2024-06-17 11:04:22.847060,Q2,In Review,7,Fail,Yes,Team B
APP-100222,2025-07-06 11:04:22.847060,UK,United Kingdom,53.0,Body Corporate,Complete,Paid,200.0,PayPal,2025-07-11 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100223,2025-02-28 11:04:22.847060,UK,United Kingdom,37.0,Fully Qualified,Complete,Paid,282.0,PayPal,2025-03-24 11:04:22.847060,Q1,Completed,5,Pass,No,Team B
APP-100224,2025-09-10 11:04:22.847060,UK,United Kingdom,36.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-09-14 11:04:22.847060,Q3,Completed,8,Pass,No,Team C
APP-100225,2025-03-21 11:04:22.847060,UK,United Kingdom,52.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-04-14 11:04:22.847060,Q2,Submitted,0,Pass,Yes,
APP-100226,2025-08-09 11:04:22.847060,International,Pakistan,34.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-08-29 11:04:22.847060,Q3,Completed,3,Pass,Yes,Team C
APP-100227,2025-10-13 11:04:22.847060,UK,United Kingdom,51.0,STUDENT RESTO,Complete,Pending,35.0,Bank Transfer,2025-11-05 11:04:22.847060,Q4,Completed,11,Pass,No,Team B
APP-100228,2024-11-07 11:04:22.847060,International,Brazil,26.0,Student Registration,Incomplete,Pending,35.0,PayPal,2024-11-27 11:04:22.847060,Q4,Completed,9,Pass,Yes,Team B
APP-100229,2024-12-13 11:04:22.847060,UK,United Kingdom,43.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-01-12 11:04:22.847060,Q1,In Review,5,Pass,No,Team C
APP-100230,2025-04-01 11:04:22.847060,International,Canada,19.0,Fully Qualified,Complete,Pending,211.5,Bank Transfer,2025-04-14 11:04:22.847060,Q2,In Review,5,Pass,No,Team B
APP-100231,2025-01-10 11:04:22.847060,UK,United Kingdom,26.0,Fully Qualified,Complete,Paid,282.0,Bank Transfer,2025-01-21 11:04:22.847060,Q1,Submitted,0,Pass,No,Team C
APP-100232,2024-07-31 11:04:22.847060,UK,United Kingdom,26.0,STUDENT RESTO,Complete,Paid,35.0,Bank Transfer,2024-08-28 11:04:22.847060,Q3,In Review,12,Pass,No,Team B
APP-100233,2024-08-03 11:04:22.847060,UK,United Kingdom,57.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-08-15 11:04:22.847060,Q3,Submitted,0,Pass,No,Team A
APP-100234,2025-04-19 11:04:22.847060,UK,United Kingdom,34.0,Fully Qualified,Incomplete,Paid,211.5,PayPal,2025-05-03 11:04:22.847060,Q2,Completed,9,Pass,Yes,Team A
APP-100235,2024-07-30 11:04:22.847060,International,Nigeria,18.0,Body Corporate,Complete,Paid,200.0,Bank Transfer,2024-08-26 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100236,2024-07-23 11:04:22.847060,UK,United Kingdom,42.0,STUDENT RESTO,Complete,Pending,35.0,PayPal,2024-08-21 11:04:22.847060,Q3,Completed,16,Pass,No,Team C
APP-100237,2025-10-03 11:04:22.847060,UK,United Kingdom,57.0,Body Corporate,Complete,Paid,100.0,Bank Transfer,2025-11-01 11:04:22.847060,Q4,Completed,6,Pass,No,Team A
APP-100238,2025-10-29 11:04:22.847060,UK,United Kingdom,59.0,FQ RESTO,Complete,Pending,117.5,Bank Transfer,2025-11-10 11:04:22.847060,Q4,Completed,15,Fail,No,Team C
APP-100239,2024-11-10 11:04:22.847060,UK,United Kingdom,42.0,Student Registration,Complete,Paid,35.0,PayPal,2024-11-22 11:04:22.847060,Q4,In Review,5,Pass,No,Team B
APP-100240,2024-07-30 11:04:22.847060,International,China,56.0,Fully Qualified,Complete,Pending,141.0,Bank Transfer,2024-08-01 11:04:22.847060,Q3,Completed,8,Pass,No,Team C
APP-100241,2025-11-04 11:04:22.847060,International,France,52.0,Fully Qualified,Complete,Paid,,Bank Transfer,2025-11-25 11:04:22.847060,Q4,Completed,8,Pass,No,Team A
APP-100242,2024-08-23 11:04:22.847060,International,Australia,20.0,FQ RESTO,Incomplete,Paid,235.0,Bank Transfer,2024-09-22 11:04:22.847060,Q3,Submitted,0,Pass,Yes,Team C
APP-100243,2024-12-09 11:04:22.847060,UK,United Kingdom,54.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-12-30 11:04:22.847060,Q4,In Review,1,Pass,No,Team C
APP-100244,2024-08-11 11:04:22.847060,UK,United Kingdom,47.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-09-07 11:04:22.847060,Q3,Completed,4,Pass,No,Team B
APP-100245,2024-08-10 11:04:22.847060,International,Brazil,55.0,Fully Qualified,Complete,Paid,141.0,Bank Transfer,2024-08-27 11:04:22.847060,Q3,Submitted,0,Pass,No,Team B
APP-100246,2025-01-28 11:04:22.847060,UK,United Kingdom,51.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-02-01 11:04:22.847060,Q1,Submitted,0,Pass,No,Team B
APP-100247,2025-07-20 11:04:22.847060,International,Nigeria,29.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2025-08-09 11:04:22.847060,Q3,In Review,3,Fail,No,Team A
APP-100248,2024-10-02 11:04:22.847060,International,China,36.0,STUDENT RESTO,Complete,Pending,35.0,Bank Transfer,2024-10-29 11:04:22.847060,Q4,Submitted,0,Fail,No,Team A
APP-100249,2025-02-09 11:04:22.847060,International,Canada,54.0,Fully Qualified,Incomplete,Paid,282.0,Bank Transfer,2025-02-20 11:04:22.847060,Q1,Completed,7,Pass,Yes,Team B
APP-100250,2024-07-12 11:04:22.847060,UK,United Kingdom,34.0,Body Corporate,Complete,Pending,200.0,Bank Transfer,2024-07-15 11:04:22.847060,Q3,In Review,1,Pass,No,Team B
APP-100251,2024-08-24 11:04:22.847060,UK,United Kingdom,27.0,BD RESTO,Incomplete,Paid,260.0,Bank Transfer,2024-08-29 11:04:22.847060,Q3,Completed,11,Pass,Yes,Team A
APP-100252,2025-08-05 11:04:22.847060,International,Pakistan,29.0,Fully Qualified,Incomplete,Paid,141.0,PayPal,2025-08-22 11:04:22.847060,Q3,Completed,6,Pass,Yes,Team A
APP-100253,2025-11-19 11:04:22.847060,UK,United Kingdom,33.0,Student Registration,Complete,Unpaid,0.0,Bank Transfer,,,Completed,7,Pass,No,Team A
APP-100254,2025-04-21 11:04:22.847060,UK,United Kingdom,41.0,Student Registration,Incomplete,Paid,35.0,PayPal,2025-05-03 11:04:22.847060,Q2,Completed,9,Pass,Yes,Team A
APP-100255,2025-02-24 11:04:22.847060,UK,United Kingdom,36.0,Fully Qualified,Complete,Paid,282.0,Bank Transfer,2025-03-12 11:04:22.847060,Q1,Completed,6,Pass,No,Team B
APP-100256,2024-12-28 11:04:22.847060,International,Nigeria,25.0,Body Corporate,Incomplete,Paid,400.0,PayPal,2025-01-01 11:04:22.847060,Q1,In Review,6,Pass,Yes,Team A
APP-100257,2025-04-19 11:04:22.847060,International,USA,48.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,,Q2,Completed,5,Pass,No,Team B
APP-100258,2025-02-01 11:04:22.847060,UK,United Kingdom,38.0,Student Registration,Incomplete,Paid,35.0,PayPal,2025-02-08 11:04:22.847060,Q1,Completed,5,Fail,Yes,Team C
APP-100259,2025-02-28 11:04:22.847060,UK,United Kingdom,34.0,Fully Qualified,Incomplete,Pending,282.0,PayPal,2025-03-26 11:04:22.847060,Q1,Completed,9,Fail,Yes,Team C
APP-100260,2025-07-12 11:04:22.847060,UK,United Kingdom,40.0,STUDENT RESTO,Incomplete,Paid,35.0,Bank Transfer,2025-07-12 11:04:22.847060,Q3,Completed,15,Pass,Yes,Team A
APP-100261,2024-10-14 11:04:22.847060,International,Pakistan,54.0,FQ RESTO,Complete,Paid,117.5,PayPal,2024-11-07 11:04:22.847060,Q4,In Review,11,Pass,No,Team C
APP-100262,2025-04-05 11:04:22.847060,UK,United Kingdom,33.0,FQ RESTO,Complete,Paid,352.5,Bank Transfer,2025-04-05 11:04:22.847060,Q2,In Review,11,Fail,No,Team C
APP-100263,2025-09-13 11:04:22.847060,UK,United Kingdom,23.0,BD RESTO,Complete,Paid,260.0,Bank Transfer,2025-09-22 11:04:22.847060,Q3,Completed,13,Pass,No,Team C
APP-100264,2025-04-21 11:04:22.847060,International,France,25.0,Fully Qualified,Complete,Paid,211.5,PayPal,2025-05-05 11:04:22.847060,Q2,Submitted,0,Pass,No,Team A
APP-100265,2024-08-15 11:04:22.847060,International,USA,42.0,BD RESTO,Complete,Pending,260.0,PayPal,2024-09-05 11:04:22.847060,Q3,Completed,11,Pass,No,Team A
APP-100266,2024-06-11 11:04:22.847060,International,Pakistan,35.0,Student Registration,Complete,Paid,35.0,Bank Transfer,2024-07-04 11:04:22.847060,Q3,In Review,1,Pass,No,Team C
APP-100267,2025-09-14 11:04:22.847060,International,India,42.0,Body Corporate,Complete,Pending,100.0,Bank Transfer,2025-10-01 11:04:22.847060,Q4,Submitted,0,Pass,No,Team B
APP-100268,2024-09-12 11:04:22.847060,UK,United Kingdom,29.0,Body Corporate,Incomplete,Paid,200.0,PayPal,2024-09-25 11:04:22.847060,Q3,Submitted,0,Fail,Yes,Team C
APP-100269,2024-08-16 11:04:22.847060,UK,United Kingdom,32.0,Student Registration,Complete,Paid,35.0,PayPal,2024-09-02 11:04:22.847060,Q3,Submitted,0,Fail,No,Team A
APP-100270,2025-01-06 11:04:22.847060,International,USA,43.0,BD RESTO,Incomplete,Paid,520.0,PayPal,2025-01-18 11:04:22.847060,Q1,Completed,14,Pass,Yes,Team A
APP-100271,2025-11-02 11:04:22.847060,International,Australia,58.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2025-11-28 11:04:22.847060,Q4,In Review,15,Pass,No,Team A
APP-100272,2025-02-28 11:04:22.847060,International,Germany,43.0,Student Registration,Incomplete,Paid,35.0,Bank Transfer,2025-03-07 11:04:22.847060,Q1,Withdrawn,0,Fail,Yes,Team C
APP-100273,2024-10-15 11:04:22.847060,International,USA,49.0,FQ RESTO,Incomplete,Paid,117.5,PayPal,2024-10-22 11:04:22.847060,Q4,Completed,12,Pass,Yes,Team B
APP-100274,2025-05-25 11:04:22.847060,UK,United Kingdom,27.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-06-08 11:04:22.847060,Q2,Submitted,0,Fail,No,Team A
APP-100275,2024-08-11 11:04:22.847060,UK,United Kingdom,33.0,Body Corporate,Complete,Paid,200.0,Bank Transfer,2024-08-22 11:04:22.847060,Q3,Completed,8,Pass,No,Team A
APP-100276,2025-02-07 11:04:22.847060,International,USA,24.0,Fully Qualified,Complete,Pending,282.0,Bank Transfer,2025-02-11 11:04:22.847060,Q1,Completed,5,Pass,No,Team C
APP-100277,2025-06-15 11:04:22.847060,UK,United Kingdom,34.0,Fully Qualified,Complete,Paid,211.5,Bank Transfer,2025-06-23 11:04:22.847060,Q2,Completed,4,Pass,No,Team B
APP-100278,2025-03-20 11:04:22.847060,International,France,40.0,STUDENT RESTO,Complete,Unpaid,0.0,Bank Transfer,,,Submitted,0,Pass,No,Team C
APP-100279,2024-11-10 11:04:22.847060,International,Nigeria,43.0,FQ RESTO,Complete,Pending,117.5,PayPal,2024-11-16 11:04:22.847060,Q4,Completed,10,Pass,No,Team A
APP-100280,2025-08-24 11:04:22.847060,International,Pakistan,38.0,BD RESTO,Complete,Paid,260.0,Bank Transfer,2025-09-22 11:04:22.847060,Q3,Completed,11,Pass,No,Team B
APP-100281,2025-04-07 11:04:22.847060,UK,United Kingdom,39.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-05-05 11:04:22.847060,Q2,Submitted,0,Pass,No,Team B
APP-100282,2024-06-10 11:04:22.847060,UK,United Kingdom,24.0,STUDENT RESTO,Complete,Paid,35.0,PayPal,2024-07-03 11:04:22.847060,Q3,Submitted,0,Pass,No,Team A
APP-100283,2025-04-04 11:04:22.847060,UK,United Kingdom,31.0,Student Registration,Complete,Pending,35.0,Bank Transfer,2025-04-28 11:04:22.847060,Q2,Completed,4,Pass,No,Team B
APP-100284,2024-09-16 11:04:22.847060,UK,United Kingdom,32.0,FQ RESTO,Complete,Paid,235.0,Bank Transfer,2024-09-19 11:04:22.847060,Q3,Submitted,0,Fail,No,Team B
APP-100285,2024-10-17 11:04:22.847060,UK,United Kingdom,24.0,Fully Qualified,Incomplete,Paid,70.5,Bank Transfer,2024-10-18 11:04:22.847060,Q4,Completed,6,Fail,Yes,Team C
APP-100286,2025-02-27 11:04:22.847060,UK,United Kingdom,26.0,Student Registration,Complete,Pending,35.0,PayPal,2025-03-24 11:04:22.847060,Q1,In Review,7,Pass,No,Team A
